Country,Year,cause,percentage
Burkina Faso,2003,Cancers (%),3.6
Burkina Faso,2003,Respiratory diseases (%),0.9
Burkina Faso,2003,Diabetes (%),3
Burkina Faso,2003,Dementia (%),0.4
Burkina Faso,2003,Lower respiratory infections (%),10.5
Burkina Faso,2003,Neonatal deaths (%),7.7
Burkina Faso,2003,Diarrheal diseases (%),10.6
Burkina Faso,2003,Road incidents (%),1.3
Burkina Faso,2003,Liver disease (%),1.1
Burundi,2003,Cardiovascular diseases (%),9.8
Burundi,2003,Cancers (%),4
Burundi,2003,Respiratory diseases (%),1.7
Burundi,2003,Diabetes (%),1.9
Burundi,2003,Dementia (%),0.4
Burundi,2003,Lower respiratory infections (%),7.8
Burundi,2003,Neonatal deaths (%),8.3
Burundi,2003,Diarrheal diseases (%),11.1
Burundi,2003,Road incidents (%),1.5
Burundi,2003,Liver disease (%),1.4
Cambodia,2003,Cardiovascular diseases (%),18.2
Cambodia,2003,Cancers (%),8.1
Cambodia,2003,Respiratory diseases (%),3.1
Cambodia,2003,Diabetes (%),3.6
Cambodia,2003,Dementia (%),1.2
Cambodia,2003,Lower respiratory infections (%),14.9
Cambodia,2003,Neonatal deaths (%),7
Cambodia,2003,Diarrheal diseases (%),3.4
Cambodia,2003,Road incidents (%),3
Cambodia,2003,Liver disease (%),5.1
Cameroon,2003,Cardiovascular diseases (%),9.6
Cameroon,2003,Cancers (%),5.3
Cameroon,2003,Respiratory diseases (%),1.8
Cameroon,2003,Diabetes (%),3.5
Cameroon,2003,Dementia (%),0.6
Cameroon,2003,Lower respiratory infections (%),9
Cameroon,2003,Neonatal deaths (%),7.4
Cameroon,2003,Diarrheal diseases (%),7.5
Cameroon,2003,Road incidents (%),1.4
Cameroon,2003,Liver disease (%),2.1
Canada,2003,Cardiovascular diseases (%),33.3
Canada,2003,Cancers (%),30.2
Canada,2003,Respiratory diseases (%),5.6
Canada,2003,Diabetes (%),6.5
Canada,2003,Dementia (%),5.9
Canada,2003,Lower respiratory infections (%),3
Canada,2003,Neonatal deaths (%),0.4
Canada,2003,Diarrheal diseases (%),0.3
Canada,2003,Road incidents (%),1.4
Canada,2003,Liver disease (%),1.6
Cape Verde,2003,Cardiovascular diseases (%),24.8
Cape Verde,2003,Cancers (%),14
Cape Verde,2003,Respiratory diseases (%),3
Cape Verde,2003,Diabetes (%),4.9
Cape Verde,2003,Dementia (%),1.7
Cape Verde,2003,Lower respiratory infections (%),9.5
Cape Verde,2003,Neonatal deaths (%),7.5
Cape Verde,2003,Diarrheal diseases (%),2
Cape Verde,2003,Road incidents (%),1.6
Cape Verde,2003,Liver disease (%),2.2
Central African Republic,2003,Cardiovascular diseases (%),11.1
Central African Republic,2003,Cancers (%),3.5
Central African Republic,2003,Respiratory diseases (%),1.8
Central African Republic,2003,Diabetes (%),1.9
Central African Republic,2003,Dementia (%),0.6
Central African Republic,2003,Lower respiratory infections (%),7.5
Central African Republic,2003,Neonatal deaths (%),5.5
Central African Republic,2003,Diarrheal diseases (%),6.8
Central African Republic,2003,Road incidents (%),2.1
Central African Republic,2003,Liver disease (%),1.1
Chad,2003,Cardiovascular diseases (%),7.6
Chad,2003,Cancers (%),3.4
Chad,2003,Respiratory diseases (%),1.3
Chad,2003,Diabetes (%),2.4
Chad,2003,Dementia (%),0.4
Chad,2003,Lower respiratory infections (%),11.7
Chad,2003,Neonatal deaths (%),8.7
Chad,2003,Diarrheal diseases (%),14.3
Chad,2003,Road incidents (%),1.1
Chad,2003,Liver disease (%),1.2
Chile,2003,Cardiovascular diseases (%),28.3
Chile,2003,Cancers (%),24.9
Chile,2003,Respiratory diseases (%),5.2
Chile,2003,Diabetes (%),7.7
Chile,2003,Dementia (%),4.6
Chile,2003,Lower respiratory infections (%),5
Chile,2003,Neonatal deaths (%),1
Chile,2003,Diarrheal diseases (%),0.3
Chile,2003,Road incidents (%),2.7
Chile,2003,Liver disease (%),4.9
China,2003,Cardiovascular diseases (%),36.1
China,2003,Cancers (%),22.2
China,2003,Respiratory diseases (%),13.4
China,2003,Diabetes (%),3.4
China,2003,Dementia (%),3
China,2003,Lower respiratory infections (%),2.2
China,2003,Neonatal deaths (%),1.6
China,2003,Diarrheal diseases (%),0.2
China,2003,Road incidents (%),4
China,2003,Liver disease (%),1.9
Colombia,2003,Cardiovascular diseases (%),26.4
Colombia,2003,Cancers (%),16.1
Colombia,2003,Respiratory diseases (%),5.5
Colombia,2003,Diabetes (%),6.8
Colombia,2003,Dementia (%),3.7
Colombia,2003,Lower respiratory infections (%),3.2
Colombia,2003,Neonatal deaths (%),4.5
Colombia,2003,Diarrheal diseases (%),0.8
Colombia,2003,Road incidents (%),4
Colombia,2003,Liver disease (%),1.5
Comoros,2003,Cardiovascular diseases (%),14.6
Comoros,2003,Cancers (%),7.7
Comoros,2003,Respiratory diseases (%),1.9
Comoros,2003,Diabetes (%),3.2
Comoros,2003,Dementia (%),0.9
Comoros,2003,Lower respiratory infections (%),11.5
Comoros,2003,Neonatal deaths (%),12.7
Comoros,2003,Diarrheal diseases (%),13.5
Comoros,2003,Road incidents (%),1.6
Comoros,2003,Liver disease (%),1.3
Congo,2003,Cardiovascular diseases (%),13.5
Congo,2003,Cancers (%),5.4
Congo,2003,Respiratory diseases (%),2
Congo,2003,Diabetes (%),2.6
Congo,2003,Dementia (%),0.9
Congo,2003,Lower respiratory infections (%),6.9
Congo,2003,Neonatal deaths (%),6.6
Congo,2003,Diarrheal diseases (%),6.3
Congo,2003,Road incidents (%),2.1
Congo,2003,Liver disease (%),1.8
Costa Rica,2003,Cardiovascular diseases (%),27.7
Costa Rica,2003,Cancers (%),21.8
Costa Rica,2003,Respiratory diseases (%),5.8
Costa Rica,2003,Diabetes (%),7.8
Costa Rica,2003,Dementia (%),5.8
Costa Rica,2003,Lower respiratory infections (%),2.2
Costa Rica,2003,Neonatal deaths (%),2.8
Costa Rica,2003,Diarrheal diseases (%),0.6
Costa Rica,2003,Road incidents (%),4.4
Costa Rica,2003,Liver disease (%),3.6
Côte d'Ivoire,2003,Cardiovascular diseases (%),11.5
Côte d'Ivoire,2003,Cancers (%),4.2
Côte d'Ivoire,2003,Respiratory diseases (%),1.7
Côte d'Ivoire,2003,Diabetes (%),3.3
Côte d'Ivoire,2003,Dementia (%),0.4
Côte d'Ivoire,2003,Lower respiratory infections (%),8
Côte d'Ivoire,2003,Neonatal deaths (%),8.1
Côte d'Ivoire,2003,Diarrheal diseases (%),6.1
Côte d'Ivoire,2003,Road incidents (%),1.5
Côte d'Ivoire,2003,Liver disease (%),2.3
Croatia,2003,Cardiovascular diseases (%),50.2
Croatia,2003,Cancers (%),24.1
Croatia,2003,Respiratory diseases (%),3.2
Croatia,2003,Diabetes (%),3.7
Croatia,2003,Dementia (%),3.3
Croatia,2003,Lower respiratory infections (%),2.1
Croatia,2003,Neonatal deaths (%),0.3
Croatia,2003,Diarrheal diseases (%),0
Croatia,2003,Road incidents (%),1.4
Croatia,2003,Liver disease (%),3
Cuba,2003,Cardiovascular diseases (%),40
Cuba,2003,Cancers (%),23.5
Cuba,2003,Respiratory diseases (%),4.1
Cuba,2003,Diabetes (%),4.3
Cuba,2003,Dementia (%),5.7
Cuba,2003,Lower respiratory infections (%),6
Cuba,2003,Neonatal deaths (%),0.4
Cuba,2003,Diarrheal diseases (%),0.4
Cuba,2003,Road incidents (%),1.8
Cuba,2003,Liver disease (%),1.6
Cyprus,2003,Cardiovascular diseases (%),40.5
Cyprus,2003,Cancers (%),18.3
Cyprus,2003,Respiratory diseases (%),5.8
Cyprus,2003,Diabetes (%),12.1
Cyprus,2003,Dementia (%),7.1
Cyprus,2003,Lower respiratory infections (%),2.2
Cyprus,2003,Neonatal deaths (%),0.4
Cyprus,2003,Diarrheal diseases (%),0.3
Cyprus,2003,Road incidents (%),2.5
Cyprus,2003,Liver disease (%),1.4
Czech Republic,2003,Cardiovascular diseases (%),50.8
Czech Republic,2003,Cancers (%),26
Czech Republic,2003,Respiratory diseases (%),2.2
Czech Republic,2003,Diabetes (%),2.9
Czech Republic,2003,Dementia (%),3.4
Czech Republic,2003,Lower respiratory infections (%),2.4
Czech Republic,2003,Neonatal deaths (%),0.2
Czech Republic,2003,Diarrheal diseases (%),0
Czech Republic,2003,Road incidents (%),1.3
Czech Republic,2003,Liver disease (%),2.1
Democratic Republic of Congo,2003,Cardiovascular diseases (%),9.2
Democratic Republic of Congo,2003,Cancers (%),3.5
Democratic Republic of Congo,2003,Respiratory diseases (%),1.6
Democratic Republic of Congo,2003,Diabetes (%),1.8
Democratic Republic of Congo,2003,Dementia (%),0.6
Democratic Republic of Congo,2003,Lower respiratory infections (%),7.9
Democratic Republic of Congo,2003,Neonatal deaths (%),8.5
Democratic Republic of Congo,2003,Diarrheal diseases (%),7.2
Democratic Republic of Congo,2003,Road incidents (%),1.8
Democratic Republic of Congo,2003,Liver disease (%),1.1
Denmark,2003,Cardiovascular diseases (%),34.8
Denmark,2003,Cancers (%),28.5
Denmark,2003,Respiratory diseases (%),7.3
Denmark,2003,Diabetes (%),4.9
Denmark,2003,Dementia (%),6.3
Denmark,2003,Lower respiratory infections (%),3.4
Denmark,2003,Neonatal deaths (%),0.3
Denmark,2003,Diarrheal diseases (%),0.3
Denmark,2003,Road incidents (%),0.9
Denmark,2003,Liver disease (%),1.9
Djibouti,2003,Cardiovascular diseases (%),11.3
Djibouti,2003,Cancers (%),6.1
Djibouti,2003,Respiratory diseases (%),1.5
Djibouti,2003,Diabetes (%),2.7
Djibouti,2003,Dementia (%),0.8
Djibouti,2003,Lower respiratory infections (%),12.6
Djibouti,2003,Neonatal deaths (%),10.7
Djibouti,2003,Diarrheal diseases (%),6.4
Djibouti,2003,Road incidents (%),1.5
Djibouti,2003,Liver disease (%),1.2
Dominican Republic,2003,Cardiovascular diseases (%),29.1
Dominican Republic,2003,Cancers (%),12.1
Dominican Republic,2003,Respiratory diseases (%),2.6
Dominican Republic,2003,Diabetes (%),6.1
Dominican Republic,2003,Dementia (%),2.8
Dominican Republic,2003,Lower respiratory infections (%),3.8
Dominican Republic,2003,Neonatal deaths (%),8.1
Dominican Republic,2003,Diarrheal diseases (%),1.6
Dominican Republic,2003,Road incidents (%),3.7
Dominican Republic,2003,Liver disease (%),2.8
Ecuador,2003,Cardiovascular diseases (%),21.8
Ecuador,2003,Cancers (%),15.1
Ecuador,2003,Respiratory diseases (%),3.1
Ecuador,2003,Diabetes (%),9.5
Ecuador,2003,Dementia (%),3.1
Ecuador,2003,Lower respiratory infections (%),7
Ecuador,2003,Neonatal deaths (%),6.5
Ecuador,2003,Diarrheal diseases (%),1.5
Ecuador,2003,Road incidents (%),5.4
Ecuador,2003,Liver disease (%),3.2
Egypt,2003,Cardiovascular diseases (%),38.6
Egypt,2003,Cancers (%),8.2
Egypt,2003,Respiratory diseases (%),4.4
Egypt,2003,Diabetes (%),6
Egypt,2003,Dementia (%),2.4
Egypt,2003,Lower respiratory infections (%),6.6
Egypt,2003,Neonatal deaths (%),4.3
Egypt,2003,Diarrheal diseases (%),3.1
Egypt,2003,Road incidents (%),5.4
Egypt,2003,Liver disease (%),10.9
El Salvador,2003,Cardiovascular diseases (%),21.8
El Salvador,2003,Cancers (%),12.3
El Salvador,2003,Respiratory diseases (%),2.6
El Salvador,2003,Diabetes (%),11.6
El Salvador,2003,Dementia (%),3.6
El Salvador,2003,Lower respiratory infections (%),6.4
El Salvador,2003,Neonatal deaths (%),3.5
El Salvador,2003,Diarrheal diseases (%),1.9
El Salvador,2003,Road incidents (%),5.2
El Salvador,2003,Liver disease (%),3.4
Eritrea,2003,Cardiovascular diseases (%),11.3
Eritrea,2003,Cancers (%),6.8
Eritrea,2003,Respiratory diseases (%),1.8
Eritrea,2003,Diabetes (%),2.7
Eritrea,2003,Dementia (%),0.5
Eritrea,2003,Lower respiratory infections (%),11.1
Eritrea,2003,Neonatal deaths (%),8.9
Eritrea,2003,Diarrheal diseases (%),11.3
Eritrea,2003,Road incidents (%),1.8
Eritrea,2003,Liver disease (%),1.7
Estonia,2003,Cardiovascular diseases (%),55.3
Estonia,2003,Cancers (%),19
Estonia,2003,Respiratory diseases (%),1.5
Estonia,2003,Diabetes (%),2.5
Estonia,2003,Dementia (%),2.9
Estonia,2003,Lower respiratory infections (%),1.4
Estonia,2003,Neonatal deaths (%),0.2
Estonia,2003,Diarrheal diseases (%),0
Estonia,2003,Road incidents (%),1.3
Estonia,2003,Liver disease (%),1.8
Ethiopia,2003,Cardiovascular diseases (%),11.9
Ethiopia,2003,Cancers (%),5.3
Ethiopia,2003,Respiratory diseases (%),1.7
Ethiopia,2003,Diabetes (%),2.6
Ethiopia,2003,Dementia (%),0.6
Ethiopia,2003,Lower respiratory infections (%),10
Ethiopia,2003,Neonatal deaths (%),8.7
Ethiopia,2003,Diarrheal diseases (%),9.6
Ethiopia,2003,Road incidents (%),1.4
Ethiopia,2003,Liver disease (%),1.6
Fiji,2003,Cardiovascular diseases (%),33.5
Fiji,2003,Cancers (%),8.1
Fiji,2003,Respiratory diseases (%),6.2
Fiji,2003,Diabetes (%),26.5
Fiji,2003,Dementia (%),1.2
Fiji,2003,Lower respiratory infections (%),4.9
Fiji,2003,Neonatal deaths (%),2.9
Fiji,2003,Diarrheal diseases (%),1.1
Fiji,2003,Road incidents (%),1.8
Fiji,2003,Liver disease (%),0.9
Finland,2003,Cardiovascular diseases (%),42.9
Finland,2003,Cancers (%),22.2
Finland,2003,Respiratory diseases (%),3.1
Finland,2003,Diabetes (%),2.5
Finland,2003,Dementia (%),9.2
Finland,2003,Lower respiratory infections (%),3.4
Finland,2003,Neonatal deaths (%),0.2
Finland,2003,Diarrheal diseases (%),0.1
Finland,2003,Road incidents (%),0.9
Finland,2003,Liver disease (%),1.9
France,2003,Cardiovascular diseases (%),30.9
France,2003,Cancers (%),29.6
France,2003,Respiratory diseases (%),3.9
France,2003,Diabetes (%),5
France,2003,Dementia (%),8.1
France,2003,Lower respiratory infections (%),3.3
France,2003,Neonatal deaths (%),0.3
France,2003,Diarrheal diseases (%),0.4
France,2003,Road incidents (%),1.3
France,2003,Liver disease (%),2.2
Gabon,2003,Cardiovascular diseases (%),19.2
Gabon,2003,Cancers (%),8.2
Gabon,2003,Respiratory diseases (%),2.4
Gabon,2003,Diabetes (%),4.2
Gabon,2003,Dementia (%),1.9
Gabon,2003,Lower respiratory infections (%),7
Gabon,2003,Neonatal deaths (%),5.4
Gabon,2003,Diarrheal diseases (%),4.3
Gabon,2003,Road incidents (%),2.4
Gabon,2003,Liver disease (%),3.1
Gambia,2003,Cardiovascular diseases (%),11.1
Gambia,2003,Cancers (%),6
Gambia,2003,Respiratory diseases (%),1.7
Gambia,2003,Diabetes (%),3.1
Gambia,2003,Dementia (%),0.7
Gambia,2003,Lower respiratory infections (%),10.5
Gambia,2003,Neonatal deaths (%),14.6
Gambia,2003,Diarrheal diseases (%),7.7
Gambia,2003,Road incidents (%),1.4
Gambia,2003,Liver disease (%),1.5
Georgia,2003,Cardiovascular diseases (%),66.4
Georgia,2003,Cancers (%),11.6
Georgia,2003,Respiratory diseases (%),3.6
Georgia,2003,Diabetes (%),2.8
Georgia,2003,Dementia (%),2.7
Georgia,2003,Lower respiratory infections (%),1.5
Georgia,2003,Neonatal deaths (%),2.1
Georgia,2003,Diarrheal diseases (%),0.1
Georgia,2003,Road incidents (%),1
Georgia,2003,Liver disease (%),2.6
Germany,2003,Cardiovascular diseases (%),43.1
Germany,2003,Cancers (%),25.2
Germany,2003,Respiratory diseases (%),4.5
Germany,2003,Diabetes (%),5.1
Germany,2003,Dementia (%),7.1
Germany,2003,Lower respiratory infections (%),2.2
Germany,2003,Neonatal deaths (%),0.2
Germany,2003,Diarrheal diseases (%),0.1
Germany,2003,Road incidents (%),0.9
Germany,2003,Liver disease (%),2.6
Ghana,2003,Cardiovascular diseases (%),14.2
Ghana,2003,Cancers (%),5.7
Ghana,2003,Respiratory diseases (%),1.6
Ghana,2003,Diabetes (%),4
Ghana,2003,Dementia (%),0.6
Ghana,2003,Lower respiratory infections (%),8.7
Ghana,2003,Neonatal deaths (%),9.7
Ghana,2003,Diarrheal diseases (%),4.2
Ghana,2003,Road incidents (%),1.6
Ghana,2003,Liver disease (%),2.4
Greece,2003,Cardiovascular diseases (%),47.4
Greece,2003,Cancers (%),26.2
Greece,2003,Respiratory diseases (%),3.4
Greece,2003,Diabetes (%),4.3
Greece,2003,Dementia (%),7.3
Greece,2003,Lower respiratory infections (%),2.3
Greece,2003,Neonatal deaths (%),0.2
Greece,2003,Diarrheal diseases (%),0
