Country,Year,cause,percentage
Bangladesh,2009,Neonatal deaths (%),9.5
Bangladesh,2009,Diarrheal diseases (%),4.5
Bangladesh,2009,Road incidents (%),2.1
Bangladesh,2009,Liver disease (%),2.9
Barbados,2009,Cardiovascular diseases (%),29.9
Barbados,2009,Cancers (%),23.3
Barbados,2009,Respiratory diseases (%),2
Barbados,2009,Diabetes (%),15.6
Barbados,2009,Dementia (%),5.2
Barbados,2009,Lower respiratory infections (%),6.4
Barbados,2009,Neonatal deaths (%),1.1
Barbados,2009,Diarrheal diseases (%),0.2
Barbados,2009,Road incidents (%),1.4
Barbados,2009,Liver disease (%),1.6
Belarus,2009,Cardiovascular diseases (%),61.5
Belarus,2009,Cancers (%),14.7
Belarus,2009,Respiratory diseases (%),2.3
Belarus,2009,Diabetes (%),1.3
Belarus,2009,Dementia (%),2.5
Belarus,2009,Lower respiratory infections (%),0.9
Belarus,2009,Neonatal deaths (%),0.2
Belarus,2009,Diarrheal diseases (%),0
Belarus,2009,Road incidents (%),1.6
Belarus,2009,Liver disease (%),2.3
Belgium,2009,Cardiovascular diseases (%),31.1
Belgium,2009,Cancers (%),27.6
Belgium,2009,Respiratory diseases (%),6.4
Belgium,2009,Diabetes (%),4.8
Belgium,2009,Dementia (%),9.7
Belgium,2009,Lower respiratory infections (%),4.6
Belgium,2009,Neonatal deaths (%),0.2
Belgium,2009,Diarrheal diseases (%),0.6
Belgium,2009,Road incidents (%),1.2
Belgium,2009,Liver disease (%),1.8
Belize,2009,Cardiovascular diseases (%),24.5
Belize,2009,Cancers (%),13.7
Belize,2009,Respiratory diseases (%),3.3
Belize,2009,Diabetes (%),13.6
Belize,2009,Dementia (%),2
Belize,2009,Lower respiratory infections (%),6.1
Belize,2009,Neonatal deaths (%),4.6
Belize,2009,Diarrheal diseases (%),0.6
Belize,2009,Road incidents (%),4
Belize,2009,Liver disease (%),2.9
Benin,2009,Cardiovascular diseases (%),10.9
Benin,2009,Cancers (%),5.9
Benin,2009,Respiratory diseases (%),1.9
Benin,2009,Diabetes (%),4.1
Benin,2009,Dementia (%),0.6
Benin,2009,Lower respiratory infections (%),9.9
Benin,2009,Neonatal deaths (%),10.7
Benin,2009,Diarrheal diseases (%),11.9
Benin,2009,Road incidents (%),1.8
Benin,2009,Liver disease (%),2.2
Bhutan,2009,Cardiovascular diseases (%),23.4
Bhutan,2009,Cancers (%),8.2
Bhutan,2009,Respiratory diseases (%),8.6
Bhutan,2009,Diabetes (%),6.5
Bhutan,2009,Dementia (%),1.8
Bhutan,2009,Lower respiratory infections (%),8.1
Bhutan,2009,Neonatal deaths (%),11.3
Bhutan,2009,Diarrheal diseases (%),2.7
Bhutan,2009,Road incidents (%),2.3
Bhutan,2009,Liver disease (%),2.6
Bolivia,2009,Cardiovascular diseases (%),21
Bolivia,2009,Cancers (%),15
Bolivia,2009,Respiratory diseases (%),4.4
Bolivia,2009,Diabetes (%),8.4
Bolivia,2009,Dementia (%),2.6
Bolivia,2009,Lower respiratory infections (%),11.4
Bolivia,2009,Neonatal deaths (%),6.8
Bolivia,2009,Diarrheal diseases (%),1.9
Bolivia,2009,Road incidents (%),3.3
Bolivia,2009,Liver disease (%),2.8
Bosnia and Herzegovina,2009,Cardiovascular diseases (%),49.3
Bosnia and Herzegovina,2009,Cancers (%),24.6
Bosnia and Herzegovina,2009,Respiratory diseases (%),3.6
Bosnia and Herzegovina,2009,Diabetes (%),8.1
Bosnia and Herzegovina,2009,Dementia (%),3.6
Bosnia and Herzegovina,2009,Lower respiratory infections (%),0.9
Bosnia and Herzegovina,2009,Neonatal deaths (%),0.4
Bosnia and Herzegovina,2009,Diarrheal diseases (%),0
Bosnia and Herzegovina,2009,Road incidents (%),0.8
Bosnia and Herzegovina,2009,Liver disease (%),1.6
Botswana,2009,Cardiovascular diseases (%),10.2
Botswana,2009,Cancers (%),5.2
Botswana,2009,Respiratory diseases (%),2.4
Botswana,2009,Diabetes (%),4.7
Botswana,2009,Dementia (%),0.6
Botswana,2009,Lower respiratory infections (%),3.9
Botswana,2009,Neonatal deaths (%),2.4
Botswana,2009,Diarrheal diseases (%),3
Botswana,2009,Road incidents (%),1.8
Botswana,2009,Liver disease (%),0.7
Brazil,2009,Cardiovascular diseases (%),29.2
Brazil,2009,Cancers (%),16.9
Brazil,2009,Respiratory diseases (%),5.4
Brazil,2009,Diabetes (%),8.2
Brazil,2009,Dementia (%),5
Brazil,2009,Lower respiratory infections (%),5
Brazil,2009,Neonatal deaths (%),2.8
Brazil,2009,Diarrheal diseases (%),0.6
Brazil,2009,Road incidents (%),4.3
Brazil,2009,Liver disease (%),2.8
Brunei,2009,Cardiovascular diseases (%),28.1
Brunei,2009,Cancers (%),22.9
Brunei,2009,Respiratory diseases (%),6.1
Brunei,2009,Diabetes (%),14.5
Brunei,2009,Dementia (%),3.5
Brunei,2009,Lower respiratory infections (%),3.6
Brunei,2009,Neonatal deaths (%),1.5
Brunei,2009,Diarrheal diseases (%),0.2
Brunei,2009,Road incidents (%),4.2
Brunei,2009,Liver disease (%),1.2
Bulgaria,2009,Cardiovascular diseases (%),63.4
Bulgaria,2009,Cancers (%),16.5
Bulgaria,2009,Respiratory diseases (%),3.2
Bulgaria,2009,Diabetes (%),3.5
Bulgaria,2009,Dementia (%),3.1
Bulgaria,2009,Lower respiratory infections (%),1.6
Bulgaria,2009,Neonatal deaths (%),0.3
Bulgaria,2009,Diarrheal diseases (%),0
Bulgaria,2009,Road incidents (%),0.9
Bulgaria,2009,Liver disease (%),1.8
Burkina Faso,2009,Cardiovascular diseases (%),8.4
Burkina Faso,2009,Cancers (%),4.2
Burkina Faso,2009,Respiratory diseases (%),1
Burkina Faso,2009,Diabetes (%),3.2
Burkina Faso,2009,Dementia (%),0.4
Burkina Faso,2009,Lower respiratory infections (%),9.8
Burkina Faso,2009,Neonatal deaths (%),8.7
Burkina Faso,2009,Diarrheal diseases (%),8
Burkina Faso,2009,Road incidents (%),1.4
Burkina Faso,2009,Liver disease (%),1
Burundi,2009,Cardiovascular diseases (%),10.7
Burundi,2009,Cancers (%),4.9
Burundi,2009,Respiratory diseases (%),1.8
Burundi,2009,Diabetes (%),2.3
Burundi,2009,Dementia (%),0.6
Burundi,2009,Lower respiratory infections (%),8.2
Burundi,2009,Neonatal deaths (%),10
Burundi,2009,Diarrheal diseases (%),14.4
Burundi,2009,Road incidents (%),1.8
Burundi,2009,Liver disease (%),1.5
Cambodia,2009,Cardiovascular diseases (%),21.2
Cambodia,2009,Cancers (%),10.1
Cambodia,2009,Respiratory diseases (%),3.6
Cambodia,2009,Diabetes (%),4.3
Cambodia,2009,Dementia (%),1.7
Cambodia,2009,Lower respiratory infections (%),12.5
Cambodia,2009,Neonatal deaths (%),6.6
Cambodia,2009,Diarrheal diseases (%),2.3
Cambodia,2009,Road incidents (%),3.4
Cambodia,2009,Liver disease (%),6.2
Cameroon,2009,Cardiovascular diseases (%),10.1
Cameroon,2009,Cancers (%),5.8
Cameroon,2009,Respiratory diseases (%),1.8
Cameroon,2009,Diabetes (%),4
Cameroon,2009,Dementia (%),0.7
Cameroon,2009,Lower respiratory infections (%),9.4
Cameroon,2009,Neonatal deaths (%),8
Cameroon,2009,Diarrheal diseases (%),6.5
Cameroon,2009,Road incidents (%),1.5
Cameroon,2009,Liver disease (%),2.3
Canada,2009,Cardiovascular diseases (%),30.2
Canada,2009,Cancers (%),31.1
Canada,2009,Respiratory diseases (%),5.7
Canada,2009,Diabetes (%),6.4
Canada,2009,Dementia (%),7.1
Canada,2009,Lower respiratory infections (%),3.2
Canada,2009,Neonatal deaths (%),0.4
Canada,2009,Diarrheal diseases (%),0.6
Canada,2009,Road incidents (%),1.2
Canada,2009,Liver disease (%),1.7
Cape Verde,2009,Cardiovascular diseases (%),27.3
Cape Verde,2009,Cancers (%),16
Cape Verde,2009,Respiratory diseases (%),3.2
Cape Verde,2009,Diabetes (%),5.8
Cape Verde,2009,Dementia (%),2
Cape Verde,2009,Lower respiratory infections (%),8.7
Cape Verde,2009,Neonatal deaths (%),6
Cape Verde,2009,Diarrheal diseases (%),1.5
Cape Verde,2009,Road incidents (%),1.6
Cape Verde,2009,Liver disease (%),2.5
Central African Republic,2009,Cardiovascular diseases (%),11.7
Central African Republic,2009,Cancers (%),3.8
Central African Republic,2009,Respiratory diseases (%),1.9
Central African Republic,2009,Diabetes (%),2.1
Central African Republic,2009,Dementia (%),0.6
Central African Republic,2009,Lower respiratory infections (%),8.2
Central African Republic,2009,Neonatal deaths (%),6
Central African Republic,2009,Diarrheal diseases (%),8.1
Central African Republic,2009,Road incidents (%),2.3
Central African Republic,2009,Liver disease (%),1.2
Chad,2009,Cardiovascular diseases (%),8.1
Chad,2009,Cancers (%),3.8
Chad,2009,Respiratory diseases (%),1.4
Chad,2009,Diabetes (%),2.8
Chad,2009,Dementia (%),0.5
Chad,2009,Lower respiratory infections (%),12.5
Chad,2009,Neonatal deaths (%),9.5
Chad,2009,Diarrheal diseases (%),14.1
Chad,2009,Road incidents (%),1.3
Chad,2009,Liver disease (%),1.3
Chile,2009,Cardiovascular diseases (%),27.4
Chile,2009,Cancers (%),25.7
Chile,2009,Respiratory diseases (%),5.5
Chile,2009,Diabetes (%),8.3
Chile,2009,Dementia (%),5.3
Chile,2009,Lower respiratory infections (%),4.4
Chile,2009,Neonatal deaths (%),0.9
Chile,2009,Diarrheal diseases (%),0.3
Chile,2009,Road incidents (%),2.5
Chile,2009,Liver disease (%),4.7
China,2009,Cardiovascular diseases (%),39.2
China,2009,Cancers (%),23.6
China,2009,Respiratory diseases (%),10.7
China,2009,Diabetes (%),3.5
China,2009,Dementia (%),3.9
China,2009,Lower respiratory infections (%),1.8
China,2009,Neonatal deaths (%),1.1
China,2009,Diarrheal diseases (%),0.1
China,2009,Road incidents (%),4
China,2009,Liver disease (%),1.7
Colombia,2009,Cardiovascular diseases (%),27.8
Colombia,2009,Cancers (%),17.5
Colombia,2009,Respiratory diseases (%),6.2
Colombia,2009,Diabetes (%),7.3
Colombia,2009,Dementia (%),4.6
Colombia,2009,Lower respiratory infections (%),3.1
Colombia,2009,Neonatal deaths (%),3.5
Colombia,2009,Diarrheal diseases (%),0.5
Colombia,2009,Road incidents (%),3.7
Colombia,2009,Liver disease (%),1.6
Comoros,2009,Cardiovascular diseases (%),14.6
Comoros,2009,Cancers (%),8.5
Comoros,2009,Respiratory diseases (%),1.9
Comoros,2009,Diabetes (%),3.5
Comoros,2009,Dementia (%),1.1
Comoros,2009,Lower respiratory infections (%),11.1
Comoros,2009,Neonatal deaths (%),12
Comoros,2009,Diarrheal diseases (%),10.4
Comoros,2009,Road incidents (%),1.9
Comoros,2009,Liver disease (%),1.4
Congo,2009,Cardiovascular diseases (%),15
Congo,2009,Cancers (%),6.6
Congo,2009,Respiratory diseases (%),2.3
Congo,2009,Diabetes (%),3
Congo,2009,Dementia (%),1.2
Congo,2009,Lower respiratory infections (%),7.3
Congo,2009,Neonatal deaths (%),7.1
Congo,2009,Diarrheal diseases (%),8
Congo,2009,Road incidents (%),2.3
Congo,2009,Liver disease (%),2.1
Costa Rica,2009,Cardiovascular diseases (%),26.9
Costa Rica,2009,Cancers (%),22.9
Costa Rica,2009,Respiratory diseases (%),5.4
Costa Rica,2009,Diabetes (%),8.2
Costa Rica,2009,Dementia (%),7
Costa Rica,2009,Lower respiratory infections (%),1.9
Costa Rica,2009,Neonatal deaths (%),2.2
Costa Rica,2009,Diarrheal diseases (%),0.5
Costa Rica,2009,Road incidents (%),4
Costa Rica,2009,Liver disease (%),3.9
Côte d'Ivoire,2009,Cardiovascular diseases (%),12.3
Côte d'Ivoire,2009,Cancers (%),4.7
Côte d'Ivoire,2009,Respiratory diseases (%),1.8
Côte d'Ivoire,2009,Diabetes (%),3.7
Côte d'Ivoire,2009,Dementia (%),0.5
Côte d'Ivoire,2009,Lower respiratory infections (%),7.8
Côte d'Ivoire,2009,Neonatal deaths (%),8.6
Côte d'Ivoire,2009,Diarrheal diseases (%),6.5
Côte d'Ivoire,2009,Road incidents (%),1.5
Côte d'Ivoire,2009,Liver disease (%),2.5
Croatia,2009,Cardiovascular diseases (%),49.1
Croatia,2009,Cancers (%),24.9
Croatia,2009,Respiratory diseases (%),3.5
Croatia,2009,Diabetes (%),4.2
Croatia,2009,Dementia (%),3.9
Croatia,2009,Lower respiratory infections (%),1.4
Croatia,2009,Neonatal deaths (%),0.2
Croatia,2009,Diarrheal diseases (%),0
Croatia,2009,Road incidents (%),1.1
Croatia,2009,Liver disease (%),2.7
Cuba,2009,Cardiovascular diseases (%),38.5
Cuba,2009,Cancers (%),25.2
Cuba,2009,Respiratory diseases (%),4.2
Cuba,2009,Diabetes (%),4.8
Cuba,2009,Dementia (%),6.1
Cuba,2009,Lower respiratory infections (%),5.8
Cuba,2009,Neonatal deaths (%),0.3
Cuba,2009,Diarrheal diseases (%),0.3
Cuba,2009,Road incidents (%),1.3
Cuba,2009,Liver disease (%),1.7
Cyprus,2009,Cardiovascular diseases (%),37.2
Cyprus,2009,Cancers (%),21.8
Cyprus,2009,Respiratory diseases (%),5.7
Cyprus,2009,Diabetes (%),11.8
Cyprus,2009,Dementia (%),8.1
Cyprus,2009,Lower respiratory infections (%),2
Cyprus,2009,Neonatal deaths (%),0.3
Cyprus,2009,Diarrheal diseases (%),0.3
Cyprus,2009,Road incidents (%),2
Cyprus,2009,Liver disease (%),1.3
Czech Republic,2009,Cardiovascular diseases (%),48.3
Czech Republic,2009,Cancers (%),26.4
Czech Republic,2009,Respiratory diseases (%),2.8
Czech Republic,2009,Diabetes (%),3.6
Czech Republic,2009,Dementia (%),4.1
Czech Republic,2009,Lower respiratory infections (%),2.7
Czech Republic,2009,Neonatal deaths (%),0.2
Czech Republic,2009,Diarrheal diseases (%),0.1
Czech Republic,2009,Road incidents (%),1
Czech Republic,2009,Liver disease (%),2.2
Democratic Republic of Congo,2009,Cardiovascular diseases (%),10.2
Democratic Republic of Congo,2009,Cancers (%),3.9
Democratic Republic of Congo,2009,Respiratory diseases (%),1.8
Democratic Republic of Congo,2009,Diabetes (%),2
Democratic Republic of Congo,2009,Dementia (%),0.7
Democratic Republic of Congo,2009,Lower respiratory infections (%),7.6
Democratic Republic of Congo,2009,Neonatal deaths (%),9
Democratic Republic of Congo,2009,Diarrheal diseases (%),6.7
Democratic Republic of Congo,2009,Road incidents (%),1.8
Democratic Republic of Congo,2009,Liver disease (%),1.3
Denmark,2009,Cardiovascular diseases (%),30.1
Denmark,2009,Cancers (%),30.7
Denmark,2009,Respiratory diseases (%),7.6
Denmark,2009,Diabetes (%),5.5
Denmark,2009,Dementia (%),6.7
Denmark,2009,Lower respiratory infections (%),4.3
Denmark,2009,Neonatal deaths (%),0.2
Denmark,2009,Diarrheal diseases (%),0.5
Denmark,2009,Road incidents (%),0.7
Denmark,2009,Liver disease (%),2
Djibouti,2009,Cardiovascular diseases (%),13.3
Djibouti,2009,Cancers (%),7.4
Djibouti,2009,Respiratory diseases (%),1.6
Djibouti,2009,Diabetes (%),3.4
Djibouti,2009,Dementia (%),1
Djibouti,2009,Lower respiratory infections (%),11.4
Djibouti,2009,Neonatal deaths (%),9.8
Djibouti,2009,Diarrheal diseases (%),5.7
Djibouti,2009,Road incidents (%),1.6
Djibouti,2009,Liver disease (%),1.5
Dominican Republic,2009,Cardiovascular diseases (%),32.7
Dominican Republic,2009,Cancers (%),12.8
Dominican Republic,2009,Respiratory diseases (%),2.6
Dominican Republic,2009,Diabetes (%),6.5
Dominican Republic,2009,Dementia (%),3.3
Dominican Republic,2009,Lower respiratory infections (%),3.8
Dominican Republic,2009,Neonatal deaths (%),6.6
Dominican Republic,2009,Diarrheal diseases (%),1.1
Dominican Republic,2009,Road incidents (%),3.6
Dominican Republic,2009,Liver disease (%),2.4
Ecuador,2009,Cardiovascular diseases (%),21.5
Ecuador,2009,Cancers (%),16.5
Ecuador,2009,Respiratory diseases (%),3.4
Ecuador,2009,Diabetes (%),11.4
Ecuador,2009,Dementia (%),3.5
Ecuador,2009,Lower respiratory infections (%),6.6
Ecuador,2009,Neonatal deaths (%),4.7
Ecuador,2009,Diarrheal diseases (%),0.8
Ecuador,2009,Road incidents (%),5.8
Ecuador,2009,Liver disease (%),3.5
Egypt,2009,Cardiovascular diseases (%),40.3
Egypt,2009,Cancers (%),9
Egypt,2009,Respiratory diseases (%),4.4
Egypt,2009,Diabetes (%),6.5
Egypt,2009,Dementia (%),2.6
Egypt,2009,Lower respiratory infections (%),5.3
Egypt,2009,Neonatal deaths (%),3.3
Egypt,2009,Diarrheal diseases (%),3.1
Egypt,2009,Road incidents (%),5.3
Egypt,2009,Liver disease (%),10.8
El Salvador,2009,Cardiovascular diseases (%),22.5
El Salvador,2009,Cancers (%),12.9
El Salvador,2009,Respiratory diseases (%),2.8
El Salvador,2009,Diabetes (%),14.5
El Salvador,2009,Dementia (%),4.4
El Salvador,2009,Lower respiratory infections (%),5.7
El Salvador,2009,Neonatal deaths (%),2
El Salvador,2009,Diarrheal diseases (%),1
El Salvador,2009,Road incidents (%),4.2
El Salvador,2009,Liver disease (%),3.5
Eritrea,2009,Cardiovascular diseases (%),12.4
Eritrea,2009,Cancers (%),7.4
Eritrea,2009,Respiratory diseases (%),1.9
Eritrea,2009,Diabetes (%),3
Eritrea,2009,Dementia (%),0.6
Eritrea,2009,Lower respiratory infections (%),10.3
Eritrea,2009,Neonatal deaths (%),8.6
Eritrea,2009,Diarrheal diseases (%),11.2
Eritrea,2009,Road incidents (%),1.8
Eritrea,2009,Liver disease (%),1.9
Estonia,2009,Cardiovascular diseases (%),54
Estonia,2009,Cancers (%),21.1
Estonia,2009,Respiratory diseases (%),1.6
Estonia,2009,Diabetes (%),2.9
Estonia,2009,Dementia (%),3.8
Estonia,2009,Lower respiratory infections (%),1.1
Estonia,2009,Neonatal deaths (%),0.1
Estonia,2009,Diarrheal diseases (%),0
Estonia,2009,Road incidents (%),0.9
Estonia,2009,Liver disease (%),1.9
Ethiopia,2009,Cardiovascular diseases (%),14.4
Ethiopia,2009,Cancers (%),7
Ethiopia,2009,Respiratory diseases (%),2
Ethiopia,2009,Diabetes (%),3.2
Ethiopia,2009,Dementia (%),0.8
Ethiopia,2009,Lower respiratory infections (%),9.9
Ethiopia,2009,Neonatal deaths (%),9.3
Ethiopia,2009,Diarrheal diseases (%),9.5
Ethiopia,2009,Road incidents (%),1.7
Ethiopia,2009,Liver disease (%),2
Fiji,2009,Cardiovascular diseases (%),33.7
Fiji,2009,Cancers (%),8.8
Fiji,2009,Respiratory diseases (%),5.3
Fiji,2009,Diabetes (%),29.4
Fiji,2009,Dementia (%),1.3
Fiji,2009,Lower respiratory infections (%),4.4
Fiji,2009,Neonatal deaths (%),2.3
Fiji,2009,Diarrheal diseases (%),1
Fiji,2009,Road incidents (%),1.4
Fiji,2009,Liver disease (%),0.9
Finland,2009,Cardiovascular diseases (%),41.5
Finland,2009,Cancers (%),23.3
Finland,2009,Respiratory diseases (%),3.3
Finland,2009,Diabetes (%),2.4
Finland,2009,Dementia (%),10.7
Finland,2009,Lower respiratory infections (%),1.8
Finland,2009,Neonatal deaths (%),0.1
Finland,2009,Diarrheal diseases (%),0.1
Finland,2009,Road incidents (%),0.7
Finland,2009,Liver disease (%),2.5
France,2009,Cardiovascular diseases (%),28.9
France,2009,Cancers (%),31
France,2009,Respiratory diseases (%),3.7
France,2009,Diabetes (%),5.2
France,2009,Dementia (%),9.2
France,2009,Lower respiratory infections (%),3.4
France,2009,Neonatal deaths (%),0.3
France,2009,Diarrheal diseases (%),0.5
France,2009,Road incidents (%),1
France,2009,Liver disease (%),2
Gabon,2009,Cardiovascular diseases (%),18.8
Gabon,2009,Cancers (%),8.8
Gabon,2009,Respiratory diseases (%),2.3
Gabon,2009,Diabetes (%),4.7
Gabon,2009,Dementia (%),2.3
Gabon,2009,Lower respiratory infections (%),7.3
Gabon,2009,Neonatal deaths (%),5.8
Gabon,2009,Diarrheal diseases (%),4.4
Gabon,2009,Road incidents (%),2.6
Gabon,2009,Liver disease (%),3.3
Gambia,2009,Cardiovascular diseases (%),12.4
Gambia,2009,Cancers (%),6.9
Gambia,2009,Respiratory diseases (%),1.9
Gambia,2009,Diabetes (%),3.4
Gambia,2009,Dementia (%),0.8
Gambia,2009,Lower respiratory infections (%),10.1
Gambia,2009,Neonatal deaths (%),13.7
Gambia,2009,Diarrheal diseases (%),7.5
Gambia,2009,Road incidents (%),1.5
Gambia,2009,Liver disease (%),1.7
Georgia,2009,Cardiovascular diseases (%),62.5
Georgia,2009,Cancers (%),13
Georgia,2009,Respiratory diseases (%),4.9
Georgia,2009,Diabetes (%),3.5
Georgia,2009,Dementia (%),3.1
Georgia,2009,Lower respiratory infections (%),1.2
Georgia,2009,Neonatal deaths (%),2
Georgia,2009,Diarrheal diseases (%),0
Georgia,2009,Road incidents (%),1.3
Georgia,2009,Liver disease (%),2.6
Germany,2009,Cardiovascular diseases (%),40.2
Germany,2009,Cancers (%),26.2
Germany,2009,Respiratory diseases (%),4.8
Germany,2009,Diabetes (%),5.9
Germany,2009,Dementia (%),7.6
Germany,2009,Lower respiratory infections (%),2.5
Germany,2009,Neonatal deaths (%),0.1
Germany,2009,Diarrheal diseases (%),0.4
Germany,2009,Road incidents (%),0.6
Germany,2009,Liver disease (%),2.3
Ghana,2009,Cardiovascular diseases (%),15.8
Ghana,2009,Cancers (%),6
Ghana,2009,Respiratory diseases (%),1.8
Ghana,2009,Diabetes (%),4.8
Ghana,2009,Dementia (%),0.8
Ghana,2009,Lower respiratory infections (%),8.5
Ghana,2009,Neonatal deaths (%),10.1
Ghana,2009,Diarrheal diseases (%),3.2
Ghana,2009,Road incidents (%),1.6
Ghana,2009,Liver disease (%),2.9
Greece,2009,Cardiovascular diseases (%),45.4
Greece,2009,Cancers (%),26.1
Greece,2009,Respiratory diseases (%),5.2
Greece,2009,Diabetes (%),4.2
Greece,2009,Dementia (%),8.3
Greece,2009,Lower respiratory infections (%),1.9
Greece,2009,Neonatal deaths (%),0.2
Greece,2009,Diarrheal diseases (%),0
Greece,2009,Road incidents (%),1.5
