name	year_span	population	id
Thailand	2010 - 2015	7.50	THA
Luxembourg	2010 - 2015	7.40	LUX
Mauritius	2010 - 2015	7.40	MUS
Saint Lucia	2010 - 2015	7.40	LCA
Canada	2010 - 2015	7.30	CAN
India	2010 - 2015	7.30	IND
Grenada	2010 - 2015	7.20	GRD
Papua New Guinea	2010 - 2015	7.20	PNG
Turkmenistan	2010 - 2015	7.20	TKM
Indonesia	2010 - 2015	7.10	IDN
Kiribati	2010 - 2015	7.10	KIR
Sao Tome and Principe	2010 - 2015	7.10	STP
Suriname	2010 - 2015	7.10	SUR
China	2010 - 2015	7.00	CHN
Laos	2010 - 2015	7.00	LAO
Saint Vincent and the Grenadines	2010 - 2015	7.00	VCT
Madagascar	2010 - 2015	6.90	MDG
New Zealand	2010 - 2015	6.90	NZL
Albania	2010 - 2015	6.80	ALB
Cyprus	2010 - 2015	6.80	CYP
Fiji	2010 - 2015	6.80	FJI
Jamaica	2010 - 2015	6.80	JAM
Rwanda	2010 - 2015	6.80	RWA
Taiwan	2010 - 2015	6.80	TWN
Yemen	2010 - 2015	6.80	YEM
Azerbaijan	2010 - 2015	6.70	AZE
Australia	2010 - 2015	6.60	AUS
El Salvador	2010 - 2015	6.60	SLV
Senegal	2010 - 2015	6.60	SEN
Sri Lanka	2010 - 2015	6.60	LKA
Kyrgyzstan	2010 - 2015	6.50	KGZ
Nepal	2010 - 2015	6.50	NPL
Iceland	2010 - 2015	6.40	ISL
Philippines	2010 - 2015	6.40	PHL
Tunisia	2010 - 2015	6.40	TUN
Cambodia	2010 - 2015	6.30	KHM
Kenya	2010 - 2015	6.30	KEN
Mongolia	2010 - 2015	6.30	MNG
Ireland	2010 - 2015	6.20	IRL
Micronesia	2010 - 2015	6.20	FSM
Bhutan	2010 - 2015	6.10	BTN
Egypt	2010 - 2015	6.10	EGY
Tonga	2010 - 2015	6.10	TON
Bahamas	2010 - 2015	6.00	BHS
Dominican Republic	2010 - 2015	6.00	DOM
Brazil	2010 - 2015	5.90	BRA
Chile	2010 - 2015	5.90	CHL
Timor	2010 - 2015	5.90	TLS
Uzbekistan	2010 - 2015	5.90	UZB
Antigua and Barbuda	2010 - 2015	5.80	ATG
Colombia	2010 - 2015	5.80	COL
Turkey	2010 - 2015	5.80	TUR
Vietnam	2010 - 2015	5.80	VNM
Cape Verde	2010 - 2015	5.70	CPV
Belize	2010 - 2015	5.60	BLZ
Paraguay	2010 - 2015	5.60	PRY
Peru	2010 - 2015	5.60	PER
South Korea	2010 - 2015	5.50	KOR
Venezuela	2010 - 2015	5.50	VEN
Bangladesh	2010 - 2015	5.40	BGD
Israel	2010 - 2015	5.40	ISR
Syria	2010 - 2015	5.40	SYR
Iraq	2010 - 2015	5.30	IRQ
Tajikistan	2010 - 2015	5.30	TJK
Ecuador	2010 - 2015	5.20	ECU
Libya	2010 - 2015	5.20	LBY
Morocco	2010 - 2015	5.20	MAR
Samoa	2010 - 2015	5.10	WSM
Solomon Islands	2010 - 2015	5.10	SLB
Guatemala	2010 - 2015	5.00	GTM
Panama	2010 - 2015	5.00	PAN
Guam	2010 - 2015	4.90	GUM
Algeria	2010 - 2015	4.80	DZA
Honduras	2010 - 2015	4.80	HND
Mexico	2010 - 2015	4.80	MEX
Nicaragua	2010 - 2015	4.80	NIC
Vanuatu	2010 - 2015	4.80	VUT
Costa Rica	2010 - 2015	4.70	CRI
Iran	2010 - 2015	4.70	IRN
Malaysia	2010 - 2015	4.70	MYS
Singapore	2010 - 2015	4.70	SGP
Lebanon	2010 - 2015	4.60	LBN
Jordan	2010 - 2015	3.80	JOR
Maldives	2010 - 2015	3.50	MDV
Saudi Arabia	2010 - 2015	3.50	SAU
Brunei	2010 - 2015	3.40	BRN
Oman	2010 - 2015	2.70	OMN
Kuwait	2010 - 2015	2.60	KWT
Bahrain	2010 - 2015	2.30	BHR
Qatar	2010 - 2015	1.50	QAT
United Arab Emirates	2010 - 2015	1.50	ARE
